Title,Published_date,Views,Likes,Comments,Month
Aarey Forest: Was it Wrong to Cut Trees? | Explained by Dhruv Rathee,2019-10-09,641628,63575,4892,Oct
India's Economic Crisis 2019: How to Survive? | Dhruv Rathee Interviews Gaurav Rastogi,2019-10-06,675866,33544,2498,Oct
Is Greta Thunberg Wrong? | Climate Change Explained by Dhruv Rathee,2019-09-29,1277443,94888,6548,Sep
India's Best Statue | Ground Report by Dhruv Rathee,2019-09-22,2793475,163995,11590,Sep
"Inside World's Smallest ""Country"" | Ground Report by Dhruv Rathee",2019-09-14,4174253,189789,8465,Sep
How Social Media Caused Amazon Fires and Brexit | Explained by Dhruv Rathee,2019-09-08,832042,43107,2336,Sep
Reality of 4.5% GDP Growth in Indian Economy | Analysis by Dhruv Rathee,2019-08-31,2210487,180362,23644,Aug
"Azadi | Kashmir, Hong Kong, Catalonia Separatism | Explained by Dhruv Rathee",2019-08-25,1729134,79941,9837,Aug
Truth behind Astrology & Mind Reading | Explained by Dhruv Rathee ft. Karan Singh Magic,2019-08-18,6932183,318981,24395,Aug
Who Controls your Internet? How Internet Works? | Explained by Dhruv Rathee,2019-08-10,3856126,155726,5695,Aug
Article 370 Removal: Right or Wrong? | Explained by Dhruv Rathee,2019-08-07,4545680,199159,34009,Aug
Reality of RTI Amendment Bill | Analysis by Dhruv Rathee,2019-07-27,1101442,89092,5565,Jul
Reality of Chandrayaan 2 Moon Mission | Explained by Dhruv Rathee,2019-07-22,2095584,111922,7043,Jul
The Truth about Face App  | Analysis by Dhruv Rathee,2019-07-20,1638678,76783,3129,Jul
देखिए Assam Floods के पीछे का सच! | Analysis by Dhruv Rathee,2019-07-18,534418,42430,2732,Jul
Karnataka Crisis: One Nation One Party? | Analysis by Dhruv Rathee,2019-07-15,462621,28714,2725,Jul
How to Learn Anything Easily and Fast! | By Dhruv Rathee,2019-07-11,7111195,421393,11130,Jul
Budget 2019: What did Middle Class Get? | Analysis by Dhruv Rathee,2019-07-07,630332,40779,3235,Jul
Article 15 - Reality of Casteism | Analysis by Dhruv Rathee,2019-07-05,1988029,158953,12557,Jul
Share Market Explained by Dhruv Rathee (Hindi) | Learn Everything on Investing Money,2019-07-03,6992263,331596,7772,Jul
Water Crisis: 6 Ways to Save Yourself! | Explained by Dhruv Rathee,2019-06-26,856290,57834,7735,Jun
"Clean India and Win ₹1,00,000 | Champion Challenge by Dhruv Rathee",2019-06-23,281733,21772,1769,Jun
Doctors Strike : Reality of Problems faced by Doctors and Patients | Analysis by Dhruv Rathee,2019-06-17,577872,36350,4147,Jun
Reality of AN 32 Aircraft Crash | Analysis by Dhruv Rathee,2019-06-14,427319,37093,2629,Jun
Cleaning 9 million kgs of Trash | Dhruv Rathee Interviews Afroz Shah,2019-06-06,3166964,226744,14353,Jun
Should Rahul Gandhi Resign? | Analysis of BJP's Win and Opinion by Dhruv Rathee,2019-05-29,1721160,100035,22980,May
Reality of West Bengal & Mamata Banerjee | Ep.5 Elections with Dhruv Rathee on NDTV,2019-05-18,1171730,74096,12099,May
TIME Magazine and Cloud Theory of Modi | Analysis by Dhruv Rathee,2019-05-14,1585663,115044,12949,May
Reality of Rajiv Gandhi | Ep.4 Elections with Dhruv Rathee on NDTV,2019-05-11,1195255,74426,7079,May
The Masterstroke behind Delhi Schools | Interview of Atishi with Dhruv Rathee,2019-05-08,879111,52796,4068,May
Tej Bahadur Disqualification: Is EC biased? | Ep.3 Elections with Dhruv Rathee on NDTV,2019-05-04,847614,78520,8262,May
Gaumutra Cures Cancer? |  Ep.2 Elections with Dhruv Rathee on NDTV,2019-04-28,1856874,118753,8286,Apr
Sadhvi Pragya: The New Agenda | Ep.1 Elections with Dhruv Rathee on NDTV,2019-04-22,1069090,86140,8121,Apr
Reality of Modi's Varanasi after 5 years | Ground Report by Dhruv Rathee,2019-04-19,2546346,118051,12902,Apr
Rafale Deal पर French Media का बड़ा ख़ुलासा! | Explained by Dhruv Rathee,2019-04-14,842158,62569,8416,Apr
BJP vs Congress: Which Manifesto is Better? | Analysis by Dhruv Rathee,2019-04-10,860058,46119,8643,Apr
"Modi Report Card Part-2 | Analysis on Corruption, Security by Dhruv Rathee ft Soch",2019-04-08,924416,57990,7770,Apr
Congress Manifesto for 2019 Elections | Analysis by Dhruv Rathee,2019-04-04,1111162,52213,8436,Apr
Modi Govt: 5 Year Report Card | Mega Analysis by Dhruv Rathee ft. Soch,2019-03-30,2641628,155020,27468,Mar
Ground Reality of Delhi Govt Schools | Jumla or Truth? | By Dhruv Rathee,2019-03-27,3722144,228930,14586,Mar
Science of PUBG Addiction: How to Stop Playing? | Analysis by Dhruv Rathee,2019-03-23,1442985,84968,8945,Mar
NOTA Voting: Should you vote for it? | Historical Analysis by Dhruv Rathee,2019-03-16,477087,32539,2593,Mar
Twitter Factory of BJP: Caught Red Handed! | Dhruv Rathee and Pratik Sinha,2019-03-10,842763,53366,6906,Mar
Cobrapost Expose on Bollywood | Did Celebrities do any Wrong? Opinion By Dhruv Rathee,2019-03-06,3762156,217909,14315,Mar
Should Voting be Compulsory? | Analysis by Dhruv Rathee,2019-03-03,234469,15805,2314,Mar
India Pakistan Tensions: All that happened! | Explained by Dhruv Ratheee,2019-02-28,1543719,115512,17999,Feb
Which Country's Voting System is Best? |  Explained by Dhruv Rathee,2019-02-23,1028268,52778,4819,Feb
Pulwama: Reality of Jawans & Pakistan | Analysis by Dhruv Rathee,2019-02-19,5684457,291332,38236,Feb
How to Vote? | All about Voter ID Card Registration by Dhruv Rathee,2019-02-16,446232,18209,1712,Feb
BJP Leaks: Breaking Democracy across India! | Bebak Ep.5 with Abhisar Sharma,2019-02-13,334152,23003,2476,Feb
Unemployment Report: How Modi govt wants Data Manipulation! | Analysis by Dhruv Rathee,2019-02-05,658751,46671,7100,Feb
Delhi's Amazing Lake Revival! | Ground Report by Dhruv Rathee,2019-01-27,1779016,134342,12369,Jan
Andh Bhakt Banerjee Debates with Dhruv Rathee | Logical Fallacies Explained!,2019-01-19,9618353,567842,49077,Jan
How to Save Tax? | EPF and PPF Explained by Dhruv Rathee (In Hindi),2019-01-13,469837,25608,1208,Jan
Reality of 10% Reservation for Economically Weak: New Jumla? | Opinion by Dhruv Rathee,2019-01-09,1522725,93001,18282,Jan
Dhruv Rathee Newslaundry Interview with Abhinandan (Teaser),2019-01-05,1020134,48737,1779,Jan
Dhruv Rathee with Abhisar Sharma | Youtube Live Q&A on Accidental Prime Minister and Congress,2018-12-31,2582394,142132,11668,Dec
Rafale Deal | The Complete Controversy Explained by Dhruv Rathee,2018-12-22,4258069,172156,21061,Dec
Why BJP lost the 2018 Elections? Harsh Reality about why Indians are fed up of BJP | Dhruv Rathee,2018-12-12,2145992,122281,20051,Dec
2.0 - Science behind Rajnikanth 's Movie | Mobile Phone Radiation Explained by Dhruv Rathee,2018-12-05,3390666,182870,11673,Dec
Why are Farmers Angry with Modi Govt? | Kisan Mukti March | Dhruv Rathee,2018-11-29,386681,30515,3134,Nov
Who to Vote in 2019 Lok Sabha Elections? | Analysis by Dhruv Rathee,2018-11-26,1881731,93544,18056,Nov
Sambit Patra: The Harsh Truth | Bebak Ep.4 with Abhisar Sharma and Dhruv Rathee,2018-11-18,3446312,179207,14312,Nov
Ravish Kumar Interviews Dhruv Rathee on NDTV Prime Time | Full Interview,2018-11-10,14393417,613576,29952,Nov
India under Modi Govt | 4 years of Performance Rankings Analyzed by Dhruv Rathee,2018-11-08,1169149,58200,5815,Nov
Statue of Unity: The Harsh Reality | Analysis by Dhruv Rathee,2018-11-01,7400904,408766,65521,Nov
CBI vs CBI: The Truth behind the Controversy | Explained by Dhruv Rathee,2018-10-28,797529,52267,3420,Oct
Interview of Ganga Activist with Dhruv Rathee | Sant Gopaldas | Ganga Part-2,2018-10-22,143165,12623,1088,Oct
Ganga : The 40 year long battle of GD Agarwal | Dhruv Rathee,2018-10-18,234915,22423,2417,Oct
#MeToo Movement and MJ Akbar case | Bebak Ep. 3 with Abhisar Sharma and Dhruv Rathee,2018-10-11,226729,13398,1403,Oct
Indian Rupee is on a Golden Run! 💰 | Ep.10 The Dhruv Rathee Show,2018-10-09,785438,47838,4791,Oct
A Mother's Voice from Uttar Pradesh Village | Ep.2 Bebak with Abhisar Sharma and Dhruv Rathee,2018-10-01,259333,23145,3063,Oct
Reality of Journalists under Modi govt | Ep.1 Bebak with Abhisar Sharma and Dhruv Rathee,2018-09-20,1249215,75128,8173,Sep
Vijay Mallya: Who helped him Escape? | Analysis by Dhruv Rathee,2018-09-18,3038927,125697,8278,Sep
Teaser: Bebak with Abhisar Sharma and Dhruv Rathee | Releasing 20th September,2018-09-14,317991,32268,3468,Sep
Demonetization: Final Analysis of the Masterstroke by Dhruv Rathee [UPDATED],2018-09-08,1890865,105357,9187,Sep
Andh Bhakti vs Science: How to Research Scientifically? | Dhruv Rathee,2018-08-29,722916,41780,4240,Aug
Kerala Floods: Can future disasters be prevented? | Ft. Poojan Sahil and Dhruv Rathee,2018-08-23,461432,29729,3874,Aug
Atal Bihari Vajpayee: Best PM of India? | Analysis by Dhruv Rathee,2018-08-18,4592070,234253,17391,Aug
Are you an Adarsh Indian? | Independence Day Special Pee News ft. Akash Banerjee and Dhruv Rathee,2018-08-15,636751,45208,4920,Aug
Punya Prasun Bajpai: The Truth behind ABP News Resignation | Dhruv Rathee,2018-08-07,6770356,315569,23197,Aug
Mutual Funds Explained by Dhruv Rathee (Hindi) | Learn everything on Investments in 2020!,2018-08-04,6394942,251878,5280,Aug
Pakistan ka Deshdrohi | Exclusive Interview of Dhruv Rathee with Pakistani Human Rights Activist,2018-07-30,1213479,67012,6202,Jul
Cow Urine Magic! | Hidden Secret in Gaumutra Explained by Dhruv Rathee,2018-07-26,8165901,525529,58232,Jul
Rahul Gandhi vs PM Modi Speech: Who was better? | Analysis by Dhruv Rathee,2018-07-22,6304048,336846,63962,Jul
Photoshopped Videos created using Artificial Intelligence!! | Explained by Dhruv Rathee,2018-07-14,623243,35075,2614,Jul
Dhruv Rathee's Youtube Journey & Biography | Interview with Brut India,2018-07-10,462812,26645,1418,Jul
"Whose Black Money is in Swiss Banks? | Ep.9 The Dhruv Rathee Show [Indian Rupee, Foreign Expenses]",2018-07-05,1249723,60653,5017,Jul
Is India World's Most Dangerous Country for Women? | Analysis by Dhruv Rathee,2018-06-29,1422214,85184,7847,Jun
"Why is your Privacy & Data so Important? | Dhruv Rathee explains Cambridge Analytica, PayTM, Aadhaar",2018-06-25,268153,16148,948,Jun
Kejriwal vs LG: What is happening in Delhi? | Explained by Dhruv Rathee,2018-06-18,837527,49602,7958,Jun
Alt News Founder Pratik Sinha with Dhruv Rathee | Casual Interview in Germany,2018-06-16,271510,18773,1084,Jun
Every Indian on WhatsApp Must Watch This Video | Dhruv Rathee,2018-06-12,782062,41725,3510,Jun
Exclusive Interview of an Indian Soldier with Dhruv Rathee | Ground Reality of Indian Jawan,2018-06-09,417897,29958,5276,Jun
Bangladeshi Immigrants in India? | Citizenship Amendment Bill Explained by Dhruv Rathee,2018-06-03,1517950,88405,11560,Jun
Truth behind PayTM by Dhruv Rathee | Cobrapost Operation 136,2018-05-27,3463317,169579,13676,May
How to start a Business by Dhruv Rathee | Being an Entrepreneur in India,2018-05-24,4598049,193979,6183,May
BJP vs Congress: Reality of Karnataka Results by Dhruv Rathee | Yedyurappa CM,2018-05-18,768677,48015,9009,May
World's Worst Pollution! | India v/s Europe Analysis by Dhruv Rathee,2018-05-15,599715,39415,3586,May
100% Village Electrification: Is it true? | Dhruv Rathee Facebook Live,2018-04-30,181987,11005,1920,Apr
Is Modi Govt interfering in Supreme Court? | Explained by Dhruv Rathee,2018-04-28,327615,22819,2770,Apr
Save our Forests! | National Forest Policy 2018 Explained by Dhruv Rathee,2018-04-21,112605,8327,955,Apr
Maun Modi and Whataboutery on Unnao & Kathua | Dhruv Rathee,2018-04-13,590640,41606,5086,Apr
"Indian Police is a Puppet of Netas! | Police Reforms Solutions by Dhruv Rathee [Unnao, Kathua]",2018-04-11,447272,37956,2432,Apr
Which is the Best Country in the World? | Dhruv Rathee Analysis for 2018,2018-04-03,2835021,121520,17946,Apr
Biggest Exposé of Indian Media!! | Cobrapost Operation 136 by Dhruv Rathee,2018-03-28,1041811,61470,2931,Mar
"RTI Activists in India | Ep.8 The Dhruv Rathee Show (Demonetisation,  Unemployment Surveys)",2018-03-24,231522,15662,1532,Mar
Finance Bill 2018 by Dhruv Rathee | Foreign Funding Legalized!,2018-03-19,252128,18182,1867,Mar
BJP IT Cell Insider Interview with Dhruv Rathee,2018-03-10,5366128,246611,25001,Mar
SSC Exam Scam 2018 by Dhruv Rathee | Why are students protesting against SSC CGL Exam?,2018-03-04,693769,39027,3520,Mar
Indian Education System 2018 by Dhruv Rathee  [No Detention policy],2018-02-24,465963,23375,2468,Feb
Reality of PNB Scam & Nirav Modi by Dhruv Rathee | Banks and Businessman jeweler Explained,2018-02-17,1832570,86902,5748,Feb
Bitcoin in India by Dhruv Rathee | What is Bitcoin? How to buy Bitcoin? Is it legal?,2018-02-13,365383,17957,1232,Feb
Biggest Jumla Ever | Dhruv Rathee on Facebook Live | Power and Water Ministry,2018-02-09,203296,14171,1704,Feb
"Reality of Budget 2018 | Dhruv Rathee Critical Analysis (Income Tax, Salaried people)",2018-02-03,322204,17341,1961,Feb
"Truth behind Padmaavat film | Q&A Part-2 of Dhruv Rathee | Questions on Travel, Bitcoin & 2019",2018-01-29,556669,28978,2408,Jan
"Stupidity & Ache Din in UP | Ep.7 The Dhruv Rathee Show [Science, Evolution, SBI Bank Fees ]",2018-01-23,1102703,70212,5820,Jan
Reality of Supreme Court Judges & Justice Loya Case Explained by Dhruv Rathee,2018-01-15,1423099,80716,6034,Jan
Reality of Aadhaar Card by Dhruv Rathee,2018-01-10,1196765,68752,4452,Jan
"Which is the Best State in India? | Dhruv Rathee Analysis on Economy, Environment, Development",2018-01-06,7152455,262144,35068,Jan
Manish Sisodia Interview with Dhruv Rathee Part-2 | Education & Govt Schools,2017-12-28,637254,31237,2450,Dec
"Christmas Gifts for Netas: 2G Spectrum Scam, Adarsh, Fodder Clean Chits |  Live with Dhruv Rathee",2017-12-23,159439,7475,797,Dec
Modi & Ivanka Lied?! | Ep.6 The Dhruv Rathee Show (Adani's Coal mine & Smart Waste),2017-12-21,1790236,103417,7569,Dec
"Shehzad Poonawalla Interview with Dhruv Rathee | Congress Dynasty, Appeasement & Economy",2017-12-16,456699,14557,2783,Dec
FRDI Bill: Your Bank Deposits & Savings are at risk! | By Dhruv Rathee,2017-12-13,379976,19198,1923,Dec
"Reality of Gujarat Model by Dhruv Rathee  | All aspects of Economy, growth, HDI, Investment & more",2017-12-07,676838,30893,4491,Dec
Yoga with Wrong Number Baba |  Pee News Interview ft. Dhruv Rathee & Akash Banerjee,2017-12-03,408011,18098,2521,Dec
"Vinod Dua Exclusive Interview with Dhruv Rathee | Media, Modi & Indira Gandhi",2017-11-29,1249603,43821,2352,Nov
Jan Gan Man Ki Baat: Behind The Scenes with Dhruv Rathee & Vinod Dua,2017-11-26,151719,5226,325,Nov
Padmavati Crorepati Prizes & Moody's credit ratings! | Ep.5  The Dhruv Rathee Show,2017-11-23,582752,32176,2480,Nov
'An Insignificant Man' Film Directors Interview with Dhruv Rathee,2017-11-16,347732,13118,702,Nov
Manish Sisodia Exclusive Interview with Dhruv Rathee | Smog in Delhi & Odd-Even,2017-11-10,364055,15767,1203,Nov
Online Shopping Safety by Dhruv Rathee ft. UIC [ Amazon / Flipkart / OLX ],2017-11-07,312743,12214,685,Nov
"Dhruv Rathee in Special Event ft. Faye D'souza, Richa Chadha and Rega Jha | On Garbage Management",2017-11-05,240698,8249,430,Nov
10 yrs of Congress govt. Analysis by Dhruv Rathee,2017-10-30,2167582,87380,15277,Oct
"Ache Din are here in Rajasthan! | Ep 4 The Dhruv Rathee Show [Digital India cess, Tax money]",2017-10-23,461216,27062,2168,Oct
GST Bills in Restaurants by Dhruv Rathee | Goods and Services Tax,2017-10-20,435056,20845,872,Oct
Reality of Diwali Firecrackers by Dhruv Rathee | Health Impact compared to Cars & industries,2017-10-18,142491,7809,1467,Oct
Diwali with Bhakt | Pee News Interview by Dhruv Rathee ft. Akash Banerjee on crackers,2017-10-14,814437,46250,5070,Oct
"Amit Shah's son, Adani & Ambani | Ep 3 The Dhruv Rathee Show",2017-10-09,1627465,80341,3619,Oct
Important Tips to make you more employable and get Jobs by Dhruv Rathee | Fighting Unemployment,2017-10-02,319150,16370,985,Oct
Indian Economy is Crashing Down! | Ep. 2 The Dhruv Rathee Show,2017-09-24,213422,10421,1330,Sep
How to Save Rivers in India by Dhruv Rathee |  Can Rally for Rivers work?,2017-09-19,173826,9179,966,Sep
New What's App Forward nowadays | Dhruv Rathee Facebook Live,2017-09-17,127426,6129,542,Sep
Reality of Petrol Price Hike by Dhruv Rathee | Huge Tax Increase,2017-09-16,527226,34709,3486,Sep
New ₹200 Currency Note Easier to Fake! | Ep. 1 The Dhruv Rathee Show [Money & Inequality],2017-09-10,229410,13504,2412,Sep
Demonetization: Final Analysis by Dhruv Rathee | Biggest loss of Money Ever?,2017-09-02,696254,32917,3679,Sep
Big Announcement from Dhruv Rathee | YouTube Earnings Revealed,2017-08-29,1246153,57582,4316,Aug
Boycott Made in China? | Realistic Solution by Dhruv Rathee,2017-07-30,495028,24973,2260,Jul
Left vs Right: Which is best political ideology? | By Dhruv Rathee,2017-07-24,2234690,85240,15908,Jul
Dirty Tactics of China Explained by Dhruv Rathee | Sikkim Bhutan Border Standoff,2017-07-16,723256,29540,2362,Jul
Propaganda in School Textbooks & Bollywood films | Dhruv Rathee Facebook Live,2017-07-06,397160,21846,2761,Jul
How to identify Fake News in India | By Dhruv Rathee,2017-06-29,460786,23461,1239,Jun
How to fight Overpopulation in India by Dhruv Rathee,2017-06-17,846616,42535,7002,Jun
TRP Ratings Jumla of Republic TV Exposed | Facebook Live with Dhruv Rathee,2017-06-09,386603,21608,2614,Jun
3 years of Modi Government Analysis | Exposed by Dhruv Rathee,2017-05-24,946896,33011,6482,May
Who is Dhruv Rathee? | Q&A | Indian Journalism and Climate Change,2017-05-17,2841625,134074,9141,May
India in 2025 by Dhruv Rathee | Cow Economics,2017-05-07,2655946,127350,13444,May
"Ask Dhruv Rathee Anything | 50,000 Thank You | AMA",2017-05-05,347780,15066,2919,May
Snapchat Exposed Intolerant Indians & Andh Bhakts | Sonu Nigam | By Dhruv Rathee,2017-04-19,644897,50918,4984,Apr
"Machu Picchu 2017, Peru | Travel Wonders of World by Dhruv Rathee",2017-04-11,346171,11061,491,Apr
Corruption Legalized! | Finance Bill 2017 Exposed by Dhruv Rathee,2017-03-27,524836,25965,2049,Mar
Reality of Yogi Adityanath by Dhruv Rathee | Uttar Pradesh new CM,2017-03-19,10423252,567980,64765,Mar
Truth behind EVM Machine Hacking | Electronic Voting Fraud in India by Dhruv Rathee,2017-03-15,2318831,82393,6209,Mar
Soldiers against ABVP / BJP (Aftermath of Gurmehar / Ramjas college row) + Announcement,2017-03-09,93697,4966,529,Mar
Cow is World's Best Animal | Ep 1 Pee News by Dhruv Rathee [Faking News],2017-01-25,936439,54519,5418,Jan
Andh Modi Bhakts Exposed | Reading their logic by Dhruv Rathee,2017-01-11,2244448,138147,16755,Jan
Shivaji Memorial Statue Exposed by Dhruv Rathee | Waste of taxpayer's money,2016-12-25,444590,19089,4830,Dec
"Good News you missed | Mainstream Media Uncovered | Gold Taj Mahal?, Organic Farming",2016-12-05,296891,15215,822,Dec
How to fight Corruption and Black money by Dhruv Rathee | Demonetisation in India Scheme Exposed 2,2016-11-26,260324,10146,757,Nov
"The Island of Birds: Islas Ballestas, Paracas, Peru",2016-10-26,119234,2482,148,Oct
A True Salute to Soldiers of Indian Army | Republic Day Special,2016-10-15,187778,6747,376,Oct
URI: Surgical Strike Proof: Lies and Propaganda of Pakistan Exposed on Video | Special Dussehra,2016-10-05,2108415,68014,7812,Oct
BJP IT Cell Exposed: How lies and propaganda are spread | Dhruv Rathee,2016-09-16,2184315,83768,5533,Sep
Inside the Volcano: Going Inside the Thrihnukagigur Volcano in Iceland,2014-07-12,693021,13780,738,Jul
Crazy German Water Park: Filmed on iPhone 5s,2014-06-11,1401370,42982,4011,Jun
